COL001,COL002,COL003,COL004,COL005,COL006,COL007,COL008,COL009,COL010,COL011,COL012,COL013,COL014,COL015,COL016,COL017,COL018,COL019,COL020,COL021,COL022,COL023,COL024,COL025,COL026,COL027,COL028,COL029,COL030,COL031,COL032,COL033,COL034,COL035,COL036,COL037,COL038,COL039,COL040,COL041,COL042,COL043,COL044,COL045,COL046,COL047,COL048,COL049,COL050,COL051,COL052,COL053,COL054,COL055,COL056,COL057,COL058,COL059,COL060
0.0000822929,3.8061882E-8,-0.00003867,1.8907011E-9,1.7822144E-7,0.0002233461,3.5766675E-7,3.4675418E-6,2.8086085E-7,-3.0665E-8,0.0576286262,0.0000580484,5.3261477E-8,0.0504272008,2.0381641E-9,0.0878184582,-0.005088966,3.3339324E-9,0.0007367732,2.1265501E-7,0.0000803792,0.0734268976,0.0000730489,-3.090485E-6,0.0008186696,3.6108671E-8,2.9997119E-9,0.0132562188,0.0000751933,4.2663068E-8,4.7235041E-6,2.8002524E-6,0.0000865265,0.0112587,0.0918857573,0.0047763294,4.0076382E-6,0.0002601806,0.0265892854,5.7122877E-6,0.0009482305,0.0002645083,0.0005256525,0.000714225,0.0219205023,0.1236895404,0.0004826543,-0.000502669,0.0004252905,3.5437022E-7,0.0960769616,0.0241725572,0.00090733,0.0115494392,0.0007201665,0.0000550636,5.7718173E-8,0.0585377267,-2.712901E-7,2.6149956E-9
0.105079077,0.0000486009,-0.049377058,2.4142185E-6,0.0002275693,2.2497315E-7,0.0004567013,0.0044276717,0.0003586286,-0.000039156,0.0000580484,0.074121505,0.0000680091,0.0000507946,2.6025126E-6,0.0000884582,0.0099599973,4.2570671E-6,0.0099737018,0.0002715372,0.1026354435,0.0000739618,0.0932754993,-0.003946212,0.0110823341,0.0000461068,3.8303041E-6,0.0000133528,0.096013647,0.0000544761,0.0060313982,0.0035756161,0.1104848294,0.0000113407,0.0000925551,4.8111238E-6,0.0051173157,2.6207598E-7,0.000026783,0.0072939668,0.0128362005,2.6643513E-7,5.2948176E-7,7.194279E-7,0.0000220802,0.0001245906,4.8617036E-7,0.0929927277,4.2838865E-7,0.000452492,0.0000967769,0.0000243486,0.0122825294,0.0000116336,0.0097488972,0.0703102084,0.0000736998,0.0000589642,-0.000346408,3.3390635E-6
0.0000964137,0.1531860342,0.0012449627,0.0076094242,0.0183320372,2.064208E-10,0.0367899631,0.0017185012,0.0288896305,-0.123416138,5.3261477E-8,0.0000680091,0.2143591997,4.6605782E-8,0.0082029121,8.1163497E-8,9.1386471E-6,0.0134179357,9.1512214E-6,0.0218739089,0.0000941716,6.7862541E-8,0.0000855835,0.014853727,0.0000101684,0.1453250321,0.0120728129,1.2251651E-8,0.0000880959,0.1717042342,0.0023409516,0.001387795,0.0001013737,1.0405506E-8,8.4922572E-8,4.4143749E-9,0.001986171,2.404639E-10,2.4574325E-8,0.0028309892,0.0000117777,2.444636E-10,4.858181E-10,6.601003E-10,2.0259347E-8,1.1431624E-7,4.460784E-10,0.0000853241,3.930616E-10,0.0364508779,8.8796163E-8,2.2340739E-8,0.0000112697,1.0674212E-8,8.9449553E-6,0.0000645121,0.2322958739,5.4101685E-8,0.1414606856,0.0105244616
0.0000720094,3.3305568E-8,-0.000033837,1.6544341E-9,1.5595042E-7,0.0001954362,3.1297177E-7,3.0342286E-6,2.4576374E-7,-2.683302E-8,0.0504272008,0.0000507946,4.6605782E-8,0.0441256845,1.7834697E-9,0.0768444316,-0.004453035,2.9173154E-9,0.0006447041,1.8608108E-7,0.0000703348,0.0642512785,0.0000639205,-2.70429E-6,0.0007163665,3.1596436E-8,2.62486E-9,0.0115996867,0.000065797,3.7331778E-8,4.1332425E-6,2.4503255E-6,0.0000757139,0.0098517831,0.0804034702,0.0041794667,3.5068331E-6,0.0002276678,0.023266618,4.9984652E-6,0.0008297371,0.0002314546,0.0004599656,0.0006249735,0.0191812584,0.1082329686,0.0004223406,-0.000439854,0.0003721451,3.1008718E-7,0.0840709305,0.0211518906,0.0007939476,0.0101061908,0.0006301726,0.0000481827,5.0505558E-8,0.0512226977,-2.37389E-7,2.2882189E-9
3.6894775E-6,0.0058619904,0.0000476412,0.107455117,0.0007015145,7.899131E-12,0.0014078464,0.0000657621,0.0011055233,0.0593785914,2.0381641E-9,2.6025126E-6,0.0082029121,1.7834697E-9,0.11583595,3.1058944E-9,3.4970983E-7,0.1894789691,3.5019101E-7,0.0008370518,3.603678E-6,2.5969049E-9,3.2750369E-6,0.0005684096,3.8911669E-7,0.0055611724,0.1704840587,4.688355E-10,3.3711772E-6,0.0065706288,0.0000895815,0.0000531069,3.8792812E-6,3.981889E-10,3.2497434E-9,1.689255E-10,0.0000760051,9.201865E-12,9.40389E-10,0.0001083338,4.5069746E-7,9.354921E-12,1.859087E-11,2.526015E-11,7.752671E-10,4.3745547E-9,1.707014E-11,3.2651084E-6,1.504134E-11,0.0013948706,3.3979746E-9,8.54916E-10,4.3125727E-7,4.084715E-10,3.422978E-7,2.4686925E-6,0.0088892972,2.0703164E-9,0.0054132949,0.1486192946
0.0001254036,5.8001309E-8,-0.000058928,2.8811802E-9,2.7158607E-7,0.0003403502,5.4503716E-7,5.2840784E-6,4.2799505E-7,-4.672944E-8,0.0878184582,0.0000884582,8.1163497E-8,0.0768444316,3.1058944E-9,0.1338237973,-0.007754915,5.0804751E-9,0.0011227456,3.2405831E-7,0.0001224873,0.1118929491,0.000111317,-4.709494E-6,0.001247545,5.5024873E-8,4.571167E-9,0.0202007365,0.0001145847,6.5012913E-8,7.1979999E-6,4.2672169E-6,0.000131855,0.0171567802,0.140021827,0.0072784988,6.1071143E-6,0.0003964811,0.040518579,8.7047763E-6,0.0014449788,0.0004030758,0.0008010254,0.001088385,0.0334039667,0.1884866158,0.0007355018,-0.000766002,0.0006480869,5.4001367E-7,0.1464086719,0.0368358027,0.0013826517,0.0175998286,0.0010974392,0.0000839097,8.7954916E-8,0.0892038079,-4.134105E-7,3.9849099E-9
0.0141198877,6.5306882E-6,-0.006634989,3.2440801E-7,0.0000305794,-0.000019723,0.0000613687,0.0005949636,0.0000481903,-5.261526E-6,-0.005088966,0.0099599973,9.1386471E-6,-0.004453035,3.4970983E-7,-0.007754915,0.1268312025,5.720388E-7,0.1264161364,0.0000364875,0.0137915271,-0.006484051,0.0125337947,-0.000530268,0.1404679922,6.1955549E-6,5.1469298E-7,-0.001170606,0.0129017303,7.3201636E-6,0.0008104626,0.0004804696,0.0148462798,-0.000994213,-0.008114083,-0.00042178,0.0006876338,-0.000022976,-0.002347999,0.0009801189,0.1626981546,-0.000023358,-0.000046418,-0.00006307,-0.001935716,-0.010922554,-0.000042621,-0.086248358,-0.000037556,0.0000608031,-0.008484192,-0.002134587,0.1556804033,-0.001019887,0.1235667503,0.0094478585,9.9033306E-6,-0.005169245,-0.000046548,4.4868305E-7
6.0350728E-6,0.0095887667,0.0000779291,0.1757699988,0.0011475043,1.292102E-11,0.0023028886,0.0001075706,0.0018083628,0.0971286919,3.3339324E-9,4.2570671E-6,0.0134179357,2.9173154E-9,0.1894789691,5.0804751E-9,5.720388E-7,0.3099407371,5.7282589E-7,0.0013692097,5.894726E-6,4.2478943E-9,5.3571505E-6,0.0009297775,6.3649867E-7,0.0090967028,0.278869761,7.66899E-10,5.5144122E-6,0.0107479239,0.0001465332,0.0000868698,6.3455448E-6,6.513385E-10,5.3157766E-9,2.763203E-10,0.0001243255,1.505197E-11,1.5382438E-9,0.0001772074,7.3722959E-7,1.530234E-11,3.041006E-11,4.131936E-11,1.2681453E-9,7.1556896E-9,2.792253E-11,5.3409099E-6,2.460391E-11,0.0022816634,5.5582462E-9,1.3984312E-9,7.0543025E-7,6.681584E-10,5.5991455E-7,4.0381705E-6,0.014540692,3.3865257E-9,0.0088548118,0.2431044139
0.0141393159,6.5396741E-6,-0.006644118,3.2485438E-7,0.0000306215,2.8554462E-6,0.0000614532,0.0005957823,0.0000482566,-5.268766E-6,0.0007367732,0.0099737018,9.1512214E-6,0.0006447041,3.5019101E-7,0.0011227456,0.1264161364,5.7282589E-7,0.1265900786,0.0000365377,0.0138105035,0.0009387517,0.0125510405,-0.000530998,0.1406612689,6.2040796E-6,5.1540118E-7,0.0001694787,0.0129194824,7.3302357E-6,0.0008115778,0.0004811307,0.0148667076,0.0001439408,0.0011747454,0.0000610646,0.0006885799,3.3263697E-6,0.00033994,0.0009814675,0.1629220189,3.3816977E-6,6.7203872E-6,9.131257E-6,0.0002802503,0.0015813519,6.1706621E-6,-0.086367031,5.4372743E-6,0.0000608868,0.0012283293,0.0003090425,0.1558946116,0.0001476578,0.1237367718,0.0094608582,9.916957E-6,0.0007483959,-0.000046612,4.4930042E-7
0.0003849474,0.0156316005,0.0049707135,0.0007764904,0.0731936058,8.241681E-10,0.1468898423,0.0068613924,0.1153464943,-0.012593784,2.1265501E-7,0.0002715372,0.0218739089,1.8608108E-7,0.0008370518,3.2405831E-7,0.0000364875,0.0013692097,0.0000365377,0.087335098,0.0003759953,2.7095211E-7,0.0003417061,0.059305893,0.0000405991,0.0148294383,0.001231949,4.8916685E-8,0.000351737,0.0175212577,0.0093466255,0.0055409946,0.0004047508,4.1545654E-8,3.3906702E-7,1.7625101E-8,0.0079301071,9.600908E-10,9.8116945E-8,0.0113031795,0.0000470242,9.760602E-10,1.9397069E-9,2.6355568E-9,8.08887E-8,4.5642595E-7,1.7810396E-9,0.0003406702,1.5693617E-9,0.14553599,3.5453296E-7,8.9198993E-8,0.0000449959,4.2618509E-8,0.0000357142,0.0002575749,0.0237042254,2.1600968E-7,-0.111415889,0.0010739502
0.145502141,0.0000672972,-0.068372009,3.3429487E-6,0.0003151133,3.1151849E-7,0.0006323906,0.0061309609,0.0004965901,-0.000054219,0.0000803792,0.1026354435,0.0000941716,0.0000703348,3.603678E-6,0.0001224873,0.0137915271,5.894726E-6,0.0138105035,0.0003759953,0.1421184615,0.0001024143,0.1291578231,-0.005464287,0.0153456177,0.0000638437,5.3037908E-6,0.0000184895,0.1329493139,0.0000754326,0.0083516279,0.0049511265,0.1529874421,0.0000157034,0.0001281603,6.6619238E-6,0.0070859053,3.6289447E-7,0.0000370862,0.0100998963,0.0177741821,3.6893056E-7,7.3316908E-7,9.9618594E-7,0.0000305743,0.0001725196,6.7319613E-7,0.1287662716,5.9318626E-7,0.000626562,0.0001340061,0.0000337154,0.0170075183,0.0000161089,0.0134992184,0.0973579722,0.0001020515,0.0000816472,-0.000479668,4.623574E-6
0.0001048527,4.8496139E-8,-0.000049271,2.4090166E-9,2.2707894E-7,0.0002845741,4.5571727E-7,4.4181313E-6,3.5785585E-7,-3.907149E-8,0.0734268976,0.0000739618,6.7862541E-8,0.0642512785,2.5969049E-9,0.1118929491,-0.006484051,4.2478943E-9,0.0009387517,2.7095211E-7,0.0001024143,0.0935560961,0.0000930745,-3.937709E-6,0.0010430991,4.6007477E-8,3.8220509E-9,0.0168902694,0.0000958068,5.4358692E-8,6.0184022E-6,3.5679117E-6,0.0001102468,0.0143451522,0.1170752547,0.0060857091,5.1062893E-6,0.0003315064,0.0338784535,7.2782503E-6,0.0012081778,0.0003370204,0.0006697545,0.0009100221,0.0279297735,0.1575977048,0.0006149689,-0.00064047,0.0005418794,4.5151702E-7,0.1224154328,0.0307992052,0.0011560648,0.0147155944,0.0009175925,0.0000701587,7.3540993E-8,0.0745852182,-3.456614E-7,3.3318687E-9
0.1322329244,0.00006116,-0.062136754,3.0380851E-6,0.0002863763,2.8310924E-7,0.0005747191,0.0055718417,0.000451303,-0.000049274,0.0000730489,0.0932754993,0.0000855835,0.0000639205,3.2750369E-6,0.000111317,0.0125337947,5.3571505E-6,0.0125510405,0.0003417061,0.1291578231,0.0000930745,0.1173791433,-0.004965966,0.0139461584,0.0000580214,4.8201062E-6,0.0000168033,0.1208248653,0.0000685534,0.0075899926,0.0044996034,0.1390355959,0.0000142713,0.0001164726,6.0543829E-6,0.0064396989,3.2979994E-7,0.0000337041,0.009178826,0.0161532474,3.3528556E-7,6.6630698E-7,9.0533775E-7,0.000027786,0.0001567865,6.1180332E-7,0.1170232998,5.3909004E-7,0.000569422,0.0001217853,0.0000306407,0.0154565003,0.0000146398,0.0122681434,0.0884793123,0.0000927448,0.0000742013,-0.000435924,4.2019224E-6
-0.005594386,0.0106148163,-0.07223868,0.0005272846,0.0497029516,-1.197752E-8,0.0997472205,-0.09971565,0.0783273507,-0.008551952,-3.090485E-6,-0.003946212,0.014853727,-2.70429E-6,0.0005684096,-4.709494E-6,-0.000530268,0.0009297775,-0.000530998,0.059305893,-0.005464287,-3.937709E-6,-0.004965966,0.1381158038,-0.000590021,0.010070099,0.000836569,-7.108993E-7,-0.005111744,0.0118980096,-0.135833193,-0.080526495,-0.005882187,-6.037771E-7,-4.927613E-6,-2.561431E-7,-0.11524713,-1.395286E-8,-1.42592E-6,-0.164267517,-0.000683396,-1.418494E-8,-2.818949E-8,-3.830218E-8,-1.175544E-6,-6.633174E-6,-2.58836E-8,-0.004950911,-2.280731E-8,0.0988278716,-5.152378E-6,-1.296316E-6,-0.000653919,-6.193688E-7,-0.000519029,-0.003743299,0.0160966243,-3.139238E-6,-0.075658228,0.0007292781
0.0157109794,7.2665952E-6,-0.007382649,3.6096375E-7,0.0000340252,3.1728449E-6,0.0000682841,0.0006620068,0.0000536206,-5.854418E-6,0.0008186696,0.0110823341,0.0000101684,0.0007163665,3.8911669E-7,0.001247545,0.1404679922,6.3649867E-7,0.1406612689,0.0000405991,0.0153456177,0.0010430991,0.0139461584,-0.000590021,0.1562965503,6.8936975E-6,5.7269088E-7,0.0001883172,0.0143555547,8.1450321E-6,0.0009017892,0.000534611,0.0165192247,0.0001599406,0.0013053249,0.0000678523,0.0007651194,3.6961141E-6,0.0003777262,0.0010905631,0.1810317063,3.7575922E-6,7.4673956E-6,0.0000101462,0.0003114017,0.0017571279,6.8565655E-6,-0.095967206,6.0416575E-6,0.0000676547,0.0013648649,0.0003433942,0.1732231636,0.0001640708,0.1374908014,0.0105124852,0.0000110193,0.0008315843,-0.000051793,4.9924266E-7
0.0000653638,0.1038526239,0.0008440237,0.0051588167,0.0124282228,1.399432E-10,0.024941792,0.0011650596,0.0195857537,-0.083670094,3.6108671E-8,0.0000461068,0.1453250321,3.1596436E-8,0.0055611724,5.5024873E-8,6.1955549E-6,0.0090967028,6.2040796E-6,0.0148294383,0.0000638437,4.6007477E-8,0.0000580214,0.010070099,6.8936975E-6,0.0985232497,0.0081847755,8.3060187E-9,0.0000597247,0.1164070559,0.0015870504,0.000940857,0.0000687264,7.0544228E-9,5.7573342E-8,2.9927298E-9,0.0013465266,1.630227E-10,1.6660188E-8,0.0019192719,7.9846793E-6,1.657343E-10,3.293609E-10,4.475157E-10,1.3734844E-8,7.7500806E-8,3.024193E-10,0.0000578456,2.664765E-10,0.0247119088,6.0199447E-8,1.5145926E-8,7.6402716E-6,7.2365928E-9,6.0642413E-6,0.000043736,0.1574852182,3.6678291E-8,0.0959034121,0.0071350692
5.4300681E-6,0.0086275109,0.0000701169,0.158149387,0.0010324691,1.162572E-11,0.0020720284,0.0000967868,0.0016270778,0.0873917231,2.9997119E-9,3.8303041E-6,0.0120728129,2.62486E-9,0.1704840587,4.571167E-9,5.1469298E-7,0.278869761,5.1540118E-7,0.001231949,5.3037908E-6,3.8220509E-9,4.8201062E-6,0.000836569,5.7269088E-7,0.0081847755,0.2509135919,6.900188E-10,4.9616028E-6,0.0096704648,0.0001318435,0.0000781613,5.7094158E-6,5.860431E-10,4.78288E-9,2.486197E-10,0.0001118621,1.354304E-11,1.3840378E-9,0.0001594427,6.6332371E-7,1.376831E-11,2.736151E-11,3.717717E-11,1.1410161E-9,6.4383452E-9,2.512335E-11,4.8054937E-6,2.213742E-11,0.0020529309,5.0010425E-9,1.2582411E-9,6.3471219E-7,6.011768E-10,5.0378417E-7,3.6333515E-6,0.0130830149,3.0470328E-9,0.0079671336,0.2187336535
0.0000189297,8.7553125E-9,-8.895142E-6,4.349149E-10,4.0995987E-8,0.0011196399,8.2273499E-8,7.9763298E-7,6.4605963E-8,-7.053821E-9,0.0132562188,0.0000133528,1.2251651E-8,0.0115996867,4.688355E-10,0.0202007365,-0.001170606,7.66899E-10,0.0001694787,4.8916685E-8,0.0000184895,0.0168902694,0.0000168033,-7.108993E-7,0.0001883172,8.3060187E-9,6.900188E-10,0.0664537631,0.0000172966,9.8137159E-9,1.0865399E-6,6.4413749E-7,0.0000199035,0.0564401504,0.0211363307,0.0239438614,9.2187046E-7,0.0013042922,0.1332927663,1.3139882E-6,0.0002181199,0.0013259866,0.0026351095,0.0035804279,0.1098880375,0.028452103,0.0024195585,-0.000115628,0.0021319922,8.1515202E-8,-0.089009571,0.1211776463,0.0002087116,0.0578976335,0.0001656587,0.0000126662,1.3276817E-8,0.0134653377,-6.240442E-8,6.015232E-10
0.1361146864,0.0000629554,-0.063960808,3.1272696E-6,0.000294783,2.9142005E-7,0.0005915903,0.0057354058,0.0004645513,-0.000050721,0.0000751933,0.096013647,0.0000880959,0.000065797,3.3711772E-6,0.0001145847,0.0129017303,5.5144122E-6,0.0129194824,0.000351737,0.1329493139,0.0000958068,0.1208248653,-0.005111744,0.0143555547,0.0000597247,4.9616028E-6,0.0000172966,0.1243717381,0.0000705658,0.0078128006,0.0046316915,0.1431170536,0.0000146903,0.0001198917,6.2321122E-6,0.0066287394,3.3948138E-7,0.0000346935,0.0094482749,0.0166274339,3.4512803E-7,6.8586674E-7,9.3191438E-7,0.0000286017,0.000161389,6.297631E-7,0.1204585758,5.5491529E-7,0.0005861377,0.0001253604,0.0000315401,0.0159102334,0.0000150696,0.0126282807,0.0910766657,0.0000954674,0.0000763795,-0.000448721,4.3252719E-6
