COL001,COL002,COL003,COL004,COL005,COL006,COL007,COL008,COL009,COL010,COL011,COL012,COL013,COL014,COL015,COL016,COL017,COL018,COL019,COL020,COL021,COL022,COL023,COL024,COL025,COL026,COL027,COL028,COL029,COL030,COL031,COL032,COL033,COL034,COL035,COL036,COL037,COL038,COL039,COL040
0.0076204421,0.0000108055,0.006121035,3.3385075E-7,8.0886491E-6,0.0024811705,0.0000162328,0.0013801426,0.001610478,-2.590388E-6,0.0657943033,0.0746175996,0.0000151206,0.0028306716,3.5988904E-7,0.0049295859,0.0976072808,5.8868947E-7,0.0975144541,-0.001215513,0.0074432273,0.0713065047,0.0938997913,0.0015334389,0.1083537274,0.000010251,5.2967446E-7,0.0034737899,0.0966562655,0.0000121118,0.0089961729,0.0011145497,-0.037890815,0.0029503405,0.0051578989,0.0034611625,0.0015951105,0.0028903679,0.0069677178,-0.006495876
0.0086423759,0.0000122546,0.0069418919,3.7862156E-7,9.1733714E-6,0.002813906,0.0000184097,0.0015652256,0.0018264499,-2.93777E-6,0.0746175996,0.0846241374,0.0000171483,0.0032102767,4.0815169E-7,0.0055906643,0.1106968328,6.6763524E-7,0.1105915577,-0.001378518,0.0084413958,0.0808690106,0.1064921532,0.0017390796,0.1228844236,0.0000116257,6.0070606E-7,0.00393964,0.1096182822,0.000013736,0.010202598,0.0012640156,-0.042972135,0.0033459937,0.0058495951,0.0039253191,0.0018090216,0.0032779786,0.0079021184,-0.007367
0.0003374632,0.1748916998,0.0002710636,0.0054035129,0.1309181398,5.7021237E-7,0.2627353129,0.001399435,0.0016329901,-0.041926505,0.0000151206,0.0000171483,0.2447327852,6.5053328E-7,0.0058249534,1.1328971E-6,0.0000224317,0.0095281832,0.0000224104,0.0111993102,0.0003296155,0.0000163874,0.0000215797,0.0015548741,0.0000249014,0.1659168345,0.0085730008,7.9833208E-7,0.0000222131,0.1960338326,0.000398386,0.0011301295,0.0003240247,6.7803508E-7,1.1853671E-6,7.954301E-7,0.0016174077,6.6425244E-7,1.6012922E-6,0.0015208268
0.0003278547,4.6488611E-7,0.0002633456,1.4363278E-8,3.4799836E-7,0.0441579188,6.9838647E-7,0.0000593779,0.0000692877,-1.114464E-7,0.0028306716,0.0032102767,6.5053328E-7,0.0503780649,1.5483524E-8,0.0877328885,0.0041993629,2.5327217E-8,0.0041953693,-0.000052295,0.0003202303,-0.03545708,0.0040398554,0.0000659732,0.0046617079,4.4102968E-7,2.2788211E-8,0.0618237783,0.0041584474,5.2108479E-7,0.0003870428,0.0000479513,-0.001630178,0.0525078368,0.0917962245,0.0615990456,0.0000686265,0.051440493,0.1240059561,-0.000279472
8.0320564E-6,0.0041626462,6.4516596E-6,0.1226809491,0.0031160192,1.3571784E-8,0.0062534365,0.0000333083,0.0000388673,0.1220197825,3.5988904E-7,4.0815169E-7,0.0058249534,1.5483524E-8,0.1322493026,2.69644E-8,5.3390322E-7,0.2163271551,5.3339547E-7,0.0002665579,7.8452694E-6,3.900403E-7,5.1362358E-7,0.000037008,5.9268534E-7,0.0039490329,0.1946407646,1.9001325E-8,5.2870125E-7,0.004665856,9.4820965E-6,0.0000268985,7.7122016E-6,1.6138102E-8,2.8213253E-8,1.8932254E-8,0.0000384964,1.5810058E-8,3.8112802E-8,0.0000361976
0.0005709556,8.0959443E-7,0.0004586137,2.5013502E-8,6.060356E-7,0.0769005673,1.2162329E-6,0.0001034061,0.0001206638,-1.940828E-7,0.0049295859,0.0055906643,1.1328971E-6,0.0877328885,2.69644E-8,0.1527859345,0.0073131479,4.4107091E-8,0.007306193,-0.000091071,0.0005576779,-0.061748146,0.0070353672,0.0001148917,0.0081183169,7.6804872E-7,3.9685438E-8,0.1076654822,0.0072418939,9.0746387E-7,0.0006740311,0.0000835068,-0.002838939,0.0914418646,0.1598621928,0.1072741124,0.0001195124,0.0895830962,0.2159551135,-0.000486698
0.0113050917,0.0000160302,0.0090806887,4.9527486E-7,0.0000119997,0.0036808704,0.0000240818,0.0020474716,0.0023891791,-3.842897E-6,0.0976072808,0.1106968328,0.0000224317,0.0041993629,5.3390322E-7,0.0073131479,0.1448025253,8.7333365E-7,0.1446648149,-0.001803239,0.0110421897,0.1057847516,0.1393023839,0.00227489,0.1607451126,0.0000152076,7.8578359E-7,0.005153443,0.1433916733,0.0000179681,0.0133460183,0.0016534588,-0.056211849,0.0043768943,0.0076518553,0.0051347099,0.0023663811,0.0042879237,0.010336761,-0.009636773
0.0000131385,0.0068090598,0.0000105533,0.200675695,0.0050970369,2.2200082E-8,0.0102290758,0.0000544842,0.0000635772,0.1995941898,5.8868947E-7,6.6763524E-7,0.0095281832,2.5327217E-8,0.2163271551,4.4107091E-8,8.7333365E-7,0.3538577301,8.7250309E-7,0.0004360228,0.0000128329,6.3800947E-7,8.4016117E-7,0.0000605359,9.6948665E-7,0.0064596413,0.3183841581,3.1081469E-8,8.6482451E-7,0.0076321866,0.0000155104,0.0000439993,0.0000126153,2.6397945E-8,4.6149904E-8,3.0968486E-8,0.0000629705,2.5861345E-8,6.234312E-8,0.0000592104
0.0112943403,0.000016015,0.0090720527,4.9480384E-7,0.0000119883,0.0036773698,0.0000240589,0.0020455244,0.002386907,-3.839242E-6,0.0975144541,0.1105915577,0.0000224104,0.0041953693,5.3339547E-7,0.007306193,0.1446648149,8.7250309E-7,0.1445272354,-0.001801524,0.0110316884,0.1056841479,0.1391699042,0.0022727266,0.1605922404,0.0000151931,7.8503629E-7,0.0051485419,0.1432553046,0.000017951,0.0133333259,0.0016518863,-0.056158391,0.0043727318,0.0076445782,0.0051298267,0.0023641306,0.0042838458,0.0103269305,-0.009627608
-0.027127988,0.0080032857,-0.021790254,0.0002472722,0.0059909949,-0.000045838,0.0120231307,-0.112497756,-0.13127278,-0.001918615,-0.001215513,-0.001378518,0.0111993102,-0.000052295,0.0002665579,-0.000091071,-0.001803239,0.0004360228,-0.001801524,0.0997100279,-0.026497122,-0.001317347,-0.001734746,-0.124993197,-0.002001774,0.0075925835,0.0003923124,-0.000064176,-0.00178567,0.0089707789,-0.032025448,-0.090848829,-0.02604769,-0.000054506,-0.000095289,-0.000063943,-0.130020148,-0.000053398,-0.000128725,-0.122256199
0.1661190388,0.0002355508,0.1334332625,7.2776573E-6,0.0001763255,0.0002806917,0.0003538619,0.0300859143,0.0351070254,-0.000056468,0.0074432273,0.0084413958,0.0003296155,0.0003202303,7.8452694E-6,0.0005576779,0.0110421897,0.0000128329,0.0110316884,-0.026497122,0.1622559096,0.0080668158,0.0106227661,0.0334276409,0.0122579218,0.0002234631,0.0000115464,0.0003929855,0.0109346025,0.0002640258,0.1961087779,0.0242962185,0.1595037993,0.0003337683,0.0005835067,0.000391557,0.0347720271,0.0003269837,0.0007882492,-0.141604464
0.0082588775,0.0000117108,0.0066338511,3.6182054E-7,8.7663106E-6,-0.031079218,0.0000175928,0.00149577,0.0017454027,-2.807409E-6,0.0713065047,0.0808690106,0.0000163874,-0.03545708,3.900403E-7,-0.061748146,0.1057847516,6.3800947E-7,0.1056841479,-0.001317347,0.0080668158,0.1068125092,0.1017666511,0.0016619094,0.1174315279,0.0000111098,5.7405022E-7,-0.0435128,0.1047540608,0.0000131265,0.0097498661,0.0012079259,-0.041065282,-0.036956056,-0.064608002,-0.043354629,0.0017287477,-0.036204838,-0.08727785,-0.007040096
0.0108756821,0.0000154213,0.0087357702,4.7646247E-7,0.0000115439,0.0035410572,0.0000231671,0.001969701,0.0022984292,-3.696929E-6,0.0938997913,0.1064921532,0.0000215797,0.0040398554,5.1362358E-7,0.0070353672,0.1393023839,8.4016117E-7,0.1391699042,-0.001734746,0.0106227661,0.1017666511,0.1340111584,0.0021884812,0.1546394121,0.00001463,7.5593659E-7,0.0049576959,0.1379451213,0.0000172856,0.0128390866,0.0015906542,-0.054076713,0.0042106435,0.0073612092,0.0049396744,0.0022764971,0.0041250524,0.0099441322,-0.009270732
0.0342235151,0.001111149,0.0274896563,0.0000343304,0.0008317693,0.0000578276,0.0016692506,0.1419223804,0.1656081506,-0.000266374,0.0015334389,0.0017390796,0.0015548741,0.0000659732,0.000037008,0.0001148917,0.00227489,0.0000605359,0.0022727266,-0.124993197,0.0334276409,0.0016619094,0.0021884812,0.157686096,0.0025253528,0.0010541285,0.0000544673,0.0000809621,0.0022527251,0.0012454724,0.0404019417,0.1146110149,0.0328606566,0.0000687623,0.0001202129,0.0000806678,0.164027884,0.0000673645,0.0001623935,0.1542332161
0.012549769,0.0000177951,0.0100804618,5.4980403E-7,0.0000133208,0.0040861299,0.0000267332,0.0022728959,0.002652225,-4.265995E-6,0.1083537274,0.1228844236,0.0000249014,0.0046617079,5.9268534E-7,0.0081183169,0.1607451126,9.6948665E-7,0.1605922404,-0.002001774,0.0122579218,0.1174315279,0.1546394121,0.0025253528,0.1784429599,0.0000168819,8.7229744E-7,0.005720831,0.1591789274,0.0000199463,0.0148153991,0.0018355026,-0.062400708,0.0048587852,0.0084943156,0.0057000354,0.0026269169,0.0047600191,0.0114748262,-0.01069777
0.0002287835,0.1185680014,0.0001837678,0.0036633169,0.0887560828,3.8657604E-7,0.1781216661,0.0009487483,0.0011070872,-0.028424116,0.000010251,0.0000116257,0.1659168345,4.4102968E-7,0.0039490329,7.6804872E-7,0.0000152076,0.0064596413,0.0000151931,0.0075925835,0.0002234631,0.0000111098,0.00001463,0.0010541285,0.0000168819,0.1124834826,0.0058120744,5.4123003E-7,0.0000150594,0.1329013313,0.0002700862,0.0007661724,0.0002196728,4.5967456E-7,8.0362078E-7,5.3926263E-7,0.0010965232,4.503306E-7,1.0855976E-6,0.001031046
0.0000118214,0.0061264643,9.4953692E-6,0.1805583339,0.0045860685,1.9974566E-8,0.0092036302,0.0000490223,0.0000572037,0.1795852476,5.2967446E-7,6.0070606E-7,0.0085730008,2.2788211E-8,0.1946407646,3.9685438E-8,7.8578359E-7,0.3183841581,7.8503629E-7,0.0003923124,0.0000115464,5.7405022E-7,7.5593659E-7,0.0000544673,8.7229744E-7,0.0058120744,0.286466745,2.796561E-8,7.7812748E-7,0.0068670742,0.0000139555,0.0000395885,0.0000113506,2.37516E-8,4.1523463E-8,2.7863953E-8,0.0000566579,2.3268794E-8,5.6093339E-8,0.0000532746
0.0004023421,5.7050654E-7,0.0003231768,1.7626562E-8,4.2706232E-7,0.0541904377,8.5705734E-7,0.0000728684,0.0000850296,-1.367666E-7,0.0034737899,0.00393964,7.9833208E-7,0.0618237783,1.9001325E-8,0.1076654822,0.005153443,3.1081469E-8,0.0051485419,-0.000064176,0.0003929855,-0.0435128,0.0049576959,0.0000809621,0.005720831,5.4123003E-7,2.796561E-8,0.0758699163,0.0051032315,6.3947336E-7,0.0004749775,0.0000588457,-0.002000549,0.0644374267,0.1126519934,0.0755941251,0.0000842182,0.0631275862,0.1521796591,-0.000342967
0.011194943,0.000015874,0.008992213,4.9044925E-7,0.0000118828,0.0036450066,0.0000238471,0.0020275225,0.0023659007,-3.805455E-6,0.0966562655,0.1096182822,0.0000222131,0.0041584474,5.2870125E-7,0.0072418939,0.1433916733,8.6482451E-7,0.1432553046,-0.00178567,0.0109346025,0.1047540608,0.1379451213,0.0022527251,0.1591789274,0.0000150594,7.7812748E-7,0.0051032315,0.1419945676,0.000017793,0.0132159842,0.0016373486,-0.055664161,0.004334249,0.0075773011,0.005084681,0.0023433248,0.0042461453,0.010236047,-0.009542879
0.000270312,0.1400903036,0.0002171251,0.0043282772,0.1048669661,4.567468E-7,0.2104540685,0.0011209638,0.0013080442,-0.033583622,0.0000121118,0.000013736,0.1960338326,5.2108479E-7,0.004665856,9.0746387E-7,0.0000179681,0.0076321866,0.000017951,0.0089707789,0.0002640258,0.0000131265,0.0000172856,0.0012454724,0.0000199463,0.1329013313,0.0068670742,6.3947336E-7,0.000017793,0.1570254001,0.0003191119,0.000905247,0.0002595476,5.4311406E-7,9.4949293E-7,6.3714884E-7,0.0012955626,5.32074E-7,1.2826538E-6,0.0012182001
0.2007779055,0.0002846958,0.1612726101,8.7960585E-6,0.0002131139,0.0003392549,0.0004276913,0.0363630015,0.0424317109,-0.00006825,0.0089961729,0.010202598,0.000398386,0.0003870428,9.4820965E-6,0.0006740311,0.0133460183,0.0000155104,0.0133333259,-0.032025448,0.1961087779,0.0097498661,0.0128390866,0.0404019417,0.0148153991,0.0002700862,0.0000139555,0.0004749775,0.0132159842,0.0003191119,0.237024666,0.0293653509,0.1927824708,0.0004034053,0.0007052488,0.0004732509,0.0420268189,0.0003952052,0.0009527085,-0.171148641
0.0248746839,0.0008076166,0.019980312,0.0000249524,0.0006045551,0.0000420308,0.0012132617,0.1031534705,0.1203690033,-0.000193609,0.0011145497,0.0012640156,0.0011301295,0.0000479513,0.0000268985,0.0000835068,0.0016534588,0.0000439993,0.0016518863,-0.090848829,0.0242962185,0.0012079259,0.0015906542,0.1146110149,0.0018355026,0.0007661724,0.0000395885,0.0000588457,0.0016373486,0.000905247,0.0293653509,0.0833027456,0.0238841172,0.0000499785,0.0000873744,0.0000586318,0.1192204178,0.0000489626,0.0001180325,0.1121013575
0.1633014039,0.0002315555,0.1311700287,7.154217E-6,0.0001733348,-0.001428901,0.0003478599,0.0295756108,0.0345115562,-0.00005551,-0.037890815,-0.042972135,0.0003240247,-0.001630178,7.7122016E-6,-0.002838939,-0.056211849,0.0000126153,-0.056158391,-0.02604769,0.1595037993,-0.041065282,-0.054076713,0.0328606566,-0.062400708,0.0002196728,0.0000113506,-0.002000549,-0.055664161,0.0002595476,0.1927824708,0.0238841172,0.1880230509,-0.001699096,-0.002970424,-0.001993277,0.0341822399,-0.001664557,-0.004012696,-0.139202634
0.000341715,4.8453953E-7,0.0002744787,1.4970496E-8,3.6271026E-7,0.0460247292,7.279113E-7,0.0000618882,0.0000722169,-1.161579E-7,0.0029503405,0.0033459937,6.7803508E-7,0.0525078368,1.6138102E-8,0.0914418646,0.0043768943,2.6397945E-8,0.0043727318,-0.000054506,0.0003337683,-0.036956056,0.0042106435,0.0000687623,0.0048587852,4.5967456E-7,2.37516E-8,0.0644374267,0.004334249,5.4311406E-7,0.0004034053,0.0000499785,-0.001699096,0.0547276465,0.0956769813,0.0642031932,0.0000715278,0.0536151798,0.1292484044,-0.000291287
0.0005973993,8.4709068E-7,0.0004798543,2.6171999E-8,6.3410406E-7,0.0804622059,1.2725626E-6,0.0001081953,0.0001262523,-2.030717E-7,0.0051578989,0.0058495951,1.1853671E-6,0.0917962245,2.8213253E-8,0.1598621928,0.0076518553,4.6149904E-8,0.0076445782,-0.000095289,0.0005835067,-0.064608002,0.0073612092,0.0001202129,0.0084943156,8.0362078E-7,4.1523463E-8,0.1126519934,0.0075773011,9.4949293E-7,0.0007052488,0.0000873744,-0.002970424,0.0956769813,0.1672661871,0.1122424973,0.0001250476,0.0937321243,0.2259570432,-0.00050924
0.0004008795,5.6843272E-7,0.000322002,1.7562489E-8,4.2550993E-7,0.0539934525,8.5394189E-7,0.0000726035,0.0000847205,-1.362695E-7,0.0034611625,0.0039253191,7.954301E-7,0.0615990456,1.8932254E-8,0.1072741124,0.0051347099,3.0968486E-8,0.0051298267,-0.000063943,0.000391557,-0.043354629,0.0049396744,0.0000806678,0.0057000354,5.3926263E-7,2.7863953E-8,0.0755941251,0.005084681,6.3714884E-7,0.0004732509,0.0000586318,-0.001993277,0.0642031932,0.1122424973,0.0753193364,0.0000839121,0.062898114,0.1516264779,-0.000341721
0.0355999096,0.0011558369,0.0285952298,0.0000357111,0.0008652213,0.0000601532,0.0017363841,0.1476301864,0.1722685461,-0.000277087,0.0015951105,0.0018090216,0.0016174077,0.0000686265,0.0000384964,0.0001195124,0.0023663811,0.0000629705,0.0023641306,-0.130020148,0.0347720271,0.0017287477,0.0022764971,0.164027884,0.0026269169,0.0010965232,0.0000566579,0.0000842182,0.0023433248,0.0012955626,0.0420268189,0.1192204178,0.0341822399,0.0000715278,0.0001250476,0.0000839121,0.1706247247,0.0000700738,0.0001689247,0.1604361369
0.0003347688,4.7469013E-7,0.0002688993,1.4666186E-8,3.5533733E-7,0.0450891696,7.1311481E-7,0.0000606302,0.0000707489,-1.137967E-7,0.0028903679,0.0032779786,6.6425244E-7,0.051440493,1.5810058E-8,0.0895830962,0.0042879237,2.5861345E-8,0.0042838458,-0.000053398,0.0003269837,-0.036204838,0.0041250524,0.0000673645,0.0047600191,4.503306E-7,2.3268794E-8,0.0631275862,0.0042461453,5.32074E-7,0.0003952052,0.0000489626,-0.001664557,0.0536151798,0.0937321243,0.062898114,0.0000700738,0.0525253267,0.1266211302,-0.000285366
0.0008070165,1.1443204E-6,0.000648227,3.5355308E-8,8.5660037E-7,0.1086950235,1.7190831E-6,0.0001461592,0.0001705521,-2.743261E-7,0.0069677178,0.0079021184,1.6012922E-6,0.1240059561,3.8112802E-8,0.2159551135,0.010336761,6.234312E-8,0.0103269305,-0.000128725,0.0007882492,-0.08727785,0.0099441322,0.0001623935,0.0114748262,1.0855976E-6,5.6093339E-8,0.1521796591,0.010236047,1.2826538E-6,0.0009527085,0.0001180325,-0.004012696,0.1292484044,0.2259570432,0.1516264779,0.0001689247,0.1266211302,0.3052415211,-0.000687923
-0.144975906,0.0010868179,-0.116450277,0.0000335787,0.0008135559,-0.000244966,0.0016326987,0.1388146813,0.1619818001,-0.000260541,-0.006495876,-0.007367,0.0015208268,-0.000279472,0.0000361976,-0.000486698,-0.009636773,0.0000592104,-0.009627608,-0.122256199,-0.141604464,-0.007040096,-0.009270732,0.1542332161,-0.01069777,0.001031046,0.0000532746,-0.000342967,-0.009542879,0.0012182001,-0.171148641,0.1121013575,-0.139202634,-0.000291287,-0.00050924,-0.000341721,0.1604361369,-0.000285366,-0.000687923,0.3466451329
